0.717,0.121,0.322,#e6e600
-0.046,0.913,-0.589,#cc0000
0.050,0.939,-0.331,#cc0000
0.507,0.162,0.377,#e6e600
0.191,0.322,-0.354,#cc0000
-0.426,0.408,-0.080,#cc0000
-0.088,0.009,-0.387,#cc0000
1.000,-0.501,-0.210,#e6e600
-0.663,0.004,-0.348,#cc0000
-0.676,-0.109,-0.505,#cc0000
-0.550,0.139,-0.160,#cc0000
0.267,0.335,-0.879,#e6e600
0.561,0.627,-0.261,#e6e600
-0.867,0.334,0.231,#cc0000
0.496,0.396,0.206,#e6e600
0.022,0.429,-0.172,#e6e600
0.535,-0.062,-1.000,#e6e600
0.330,0.739,-0.867,#e6e600
-0.837,0.335,0.115,#cc0000
0.758,0.615,0.593,#e6e600
-0.872,0.208,0.228,#cc0000
0.727,0.590,0.268,#e6e600
0.609,0.273,0.055,#e6e600
-0.131,-0.357,0.244,#cc0000
-0.771,0.221,0.044,#cc0000
-0.452,0.144,0.002,#cc0000
0.483,0.622,0.591,#e6e600
-0.549,-0.244,0.060,#cc0000
-0.787,0.480,0.127,#cc0000
0.509,0.610,0.140,#e6e600
-0.191,-0.024,-0.280,#cc0000
-0.765,0.303,-0.017,#cc0000
0.160,0.521,-0.504,#e6e600
0.863,0.587,0.313,#e6e600
0.644,1.000,0.077,#e6e600
-0.685,0.101,-0.072,#cc0000
0.676,-0.236,0.182,#e6e600
0.412,0.314,0.104,#e6e600
-1.000,0.507,0.270,#cc0000
-0.501,0.356,-0.047,#cc0000
-0.419,-0.163,-0.207,#cc0000
0.791,0.135,-0.215,#e6e600
0.535,-0.297,-0.450,#e6e600
-0.168,0.244,-0.705,#cc0000
0.241,0.088,0.323,#e6e600
0.641,0.383,0.149,#e6e600
0.678,-0.195,-0.662,#e6e600
-0.095,-0.208,-0.339,#cc0000
0.428,0.323,-0.189,#e6e600
-0.280,0.246,-0.205,#cc0000
0.553,0.113,0.056,#e6e600
-0.555,-0.188,0.187,#cc0000
-0.583,0.126,-0.166,#cc0000
0.685,-0.226,0.090,#e6e600
0.829,-0.635,-0.202,#e6e600
0.452,0.459,-0.152,#e6e600
0.253,0.963,0.120,#cc0000
0.516,0.524,0.462,#e6e600
0.173,0.823,0.271,#cc0000
0.322,0.857,0.088,#e6e600
0.372,0.020,-0.321,#e6e600
0.440,0.015,-0.262,#e6e600
0.087,0.155,-0.520,#cc0000
0.451,-0.087,-0.345,#e6e600
0.337,-0.022,-0.595,#cc0000
0.059,0.948,-0.382,#cc0000
0.338,0.777,0.129,#e6e600
-0.551,-0.075,0.016,#cc0000
-0.159,0.199,-0.260,#cc0000
0.748,0.472,0.440,#e6e600
-0.409,0.385,-0.562,#cc0000
0.005,0.591,-0.798,#cc0000
-0.755,0.028,0.033,#cc0000
-0.950,0.300,0.228,#cc0000
0.469,0.384,-0.345,#e6e600
-0.636,0.139,-0.131,#cc0000
0.561,-0.451,-0.632,#e6e600
-0.452,0.119,-0.047,#cc0000
-0.807,0.245,-0.037,#cc0000
0.639,0.013,0.076,#e6e600
0.217,-0.047,-0.281,#e6e600
0.506,-0.325,-0.068,#e6e600
0.652,-0.230,-0.042,#e6e600
0.396,0.330,-0.977,#e6e600
0.253,0.263,0.102,#cc0000
0.652,-0.319,-0.081,#e6e600
-0.303,-0.093,-0.239,#cc0000
0.733,0.284,0.130,#e6e600
-0.733,0.055,0.029,#cc0000
-0.630,-0.051,-0.111,#cc0000
0.594,0.013,0.177,#e6e600
-0.218,0.172,-0.212,#cc0000
-0.381,-0.292,-0.755,#cc0000
0.685,0.059,-0.365,#e6e600
-0.642,0.291,-0.013,#cc0000
0.830,0.060,0.770,#e6e600
-0.779,-0.017,0.243,#cc0000
0.974,0.189,0.850,#e6e600
0.987,-0.111,0.866,#e6e600
-0.684,-0.019,-0.237,#cc0000
-0.880,0.187,-0.053,#cc0000
0.648,-0.168,-0.388,#e6e600
-0.492,0.472,-0.326,#cc0000
0.349,-0.135,-0.081,#e6e600
0.578,-0.212,-0.293,#e6e600
0.306,-0.102,-0.360,#e6e600
0.258,-0.102,-0.297,#e6e600
0.830,-0.759,-0.105,#e6e600
-0.732,0.330,0.077,#cc0000
-0.650,0.332,-0.415,#cc0000
0.698,-0.154,0.019,#e6e600
-0.371,0.626,-0.506,#cc0000
0.528,-0.357,-0.194,#e6e600
-0.031,0.832,-0.642,#cc0000
-0.610,0.127,-0.378,#cc0000
-0.292,0.306,-0.566,#cc0000
-0.064,0.533,-0.397,#cc0000
0.758,0.101,0.021,#e6e600
0.768,0.519,0.235,#e6e600
-0.720,0.288,-0.159,#cc0000
-0.891,0.275,0.137,#cc0000
0.569,0.430,0.693,#e6e600
0.759,0.066,0.350,#e6e600
0.296,-0.100,-0.117,#e6e600
0.278,-0.133,-0.152,#e6e600
0.733,0.063,0.694,#e6e600
0.593,-0.061,0.315,#e6e600
-0.521,0.228,-0.172,#cc0000
0.648,0.002,0.127,#e6e600
0.537,-0.309,-0.760,#e6e600
-0.044,0.319,-0.818,#cc0000
0.640,-0.082,-0.379,#e6e600
-0.060,0.294,-0.341,#cc0000
0.647,0.256,0.250,#e6e600
-0.452,0.050,-0.091,#cc0000
-0.676,0.287,-0.035,#cc0000
-0.452,0.180,-0.399,#cc0000
0.642,-0.076,0.165,#e6e600
-0.598,0.084,-0.186,#cc0000
0.606,0.403,-0.339,#e6e600
-0.436,0.076,-0.148,#cc0000
0.083,0.166,-0.519,#cc0000
-0.248,0.064,0.073,#cc0000
-0.340,-0.023,-0.498,#cc0000
