-0.679,-0.254,0.670,#f00
-0.391,0.687,-0.602,#ec4800
-0.469,0.636,-0.019,#74ab00
-0.326,0.813,-0.213,#6da900
-0.418,0.843,-0.426,#66a700
-0.373,0.796,-0.287,#5fa500
-0.359,0.833,-0.208,#58a200
-0.369,0.965,-0.063,#52a000
-0.266,0.925,-0.071,#4b9e00
-0.347,0.874,0.076,#459c00
-0.259,0.843,0.152,#3f9a00
-0.285,0.993,0.017,#399800
-0.528,0.607,-0.693,#e94f00
-0.250,0.922,-0.110,#339600
-0.263,0.950,0.016,#2d9300
-0.235,0.927,0.178,#279100
-0.122,0.893,0.133,#228f00
-0.250,0.949,0.252,#1d8d00
-0.213,0.854,0.275,#188b00
-0.707,-0.241,0.592,#f00
-0.729,-0.038,0.188,#fd0900
-0.699,-0.001,0.224,#fb1100
-0.599,0.192,-0.024,#f91900
-0.539,0.679,-0.731,#e75600
-0.547,0.416,-0.039,#f62100
-0.579,0.387,-0.108,#f42900
-0.538,0.501,-0.214,#f23100
-0.629,0.378,-0.385,#f03900
-0.474,0.580,-0.421,#ee4000
-0.615,0.397,-0.446,#ec4800
-0.544,0.530,-0.484,#e94f00
-0.550,0.592,-0.580,#e75600
-0.541,0.690,-0.700,#e55d00
-0.482,0.791,-0.695,#e36400
-0.576,0.606,-0.811,#e55d00
-0.576,0.628,-1.000,#e16b00
-0.553,0.693,-0.731,#df7100
-0.450,0.769,-0.567,#dd7800
-0.510,0.698,-0.577,#da7e00
-0.554,0.692,-0.469,#d88400
-0.485,0.792,-0.391,#d68a00
-0.462,0.806,-0.516,#d49000
-0.409,0.860,-0.672,#d29500
-0.471,0.880,-0.536,#d09b00
-0.487,0.843,-0.623,#cda000
-0.539,0.672,-0.819,#e36400
-0.524,0.790,-0.501,#cba500
-0.444,0.888,-0.446,#c9aa00
-0.365,0.854,-0.449,#c7af00
-0.473,0.844,-0.346,#c5b400
-0.515,0.729,-0.030,#c3b900
-0.522,0.797,-0.304,#c1bd00
-0.342,0.792,-0.272,#bbbe00
-0.450,0.891,-0.094,#b3bc00
-0.345,0.945,0.049,#aaba00
-0.307,0.911,0.155,#a2b800
-0.536,0.732,-0.874,#e16b00
-0.389,0.950,0.320,#9ab600
-0.273,0.881,0.242,#92b400
-0.189,0.913,0.288,#8ab200
-0.231,0.904,0.282,#83af00
-0.190,0.955,0.407,#7bad00
-0.219,0.926,0.353,#74ab00
-0.058,0.883,0.328,#6da900
-0.106,1.000,0.320,#66a700
-0.226,0.874,0.463,#5fa500
-0.082,0.875,0.314,#58a200
-0.440,0.828,-0.750,#df7100
-0.131,0.949,0.493,#52a000
-0.121,0.956,0.496,#4b9e00
-0.071,0.975,0.445,#459c00
-0.119,0.857,0.286,#3f9a00
-0.094,0.894,0.547,#399800
0.033,0.928,0.445,#339600
-0.105,0.923,0.522,#2d9300
-0.090,0.877,0.316,#279100
-0.037,0.943,0.452,#228f00
-0.035,0.908,0.431,#1d8d00
-0.487,0.839,-0.744,#dd7800
-0.082,0.852,0.333,#188b00
-0.663,-0.300,1.000,#f00
-0.582,0.154,0.644,#fd0900
-0.592,0.117,0.534,#fb1100
-0.655,0.239,0.282,#f91900
-0.623,0.280,0.183,#f62100
-0.589,0.340,0.041,#f42900
-0.544,0.413,0.190,#f23100
-0.563,0.490,0.050,#f03900
-0.692,0.314,-0.178,#ee4000
-0.419,0.875,-0.773,#da7e00
-0.573,0.508,-0.216,#ec4800
-0.589,0.530,-0.176,#e94f00
-0.580,0.500,-0.124,#e75600
-0.576,0.522,-0.156,#e55d00
-0.560,0.500,-0.073,#e36400
-0.487,0.625,-0.114,#e16b00
-0.587,0.570,-0.304,#df7100
-0.601,0.614,-0.397,#dd7800
-0.511,0.676,-0.367,#da7e00
-0.618,0.695,-0.405,#d88400
-0.435,0.890,-0.796,#d88400
-0.440,0.701,-0.363,#d68a00
-0.508,0.716,-0.457,#d49000
-0.524,0.743,-0.224,#d29500
-0.449,0.791,-0.254,#d09b00
-0.432,0.815,-0.191,#cda000
-0.484,0.797,-0.158,#cba500
-0.415,0.791,-0.281,#c9aa00
-0.426,0.809,-0.197,#c7af00
-0.486,0.814,-0.340,#c5b400
-0.477,0.807,-0.074,#c3b900
-0.677,-0.008,0.321,#fd0900
-0.426,0.858,-0.816,#d68a00
